"id","name","type","state","city","address","latitude","longitude","phone","email","website","prayer_times","facilities","capacity","established_year","notes"
"85","Masjid Example 85","Masjid","Johor","Johor Bahru","Jalan Masjid Example 85","0.0000","0.0000","03-0000 1085","contact85@example.com","www.masjidexample85.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","525","1985","Generic note about this mosque."
"86","Surau Example 86","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 86","0.0000","0.0000","03-0000 1086","contact86@example.com","www.surauexample86.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","530","1986","Generic note about this mosque."
"87","Masjid Example 87","Masjid","Perak","Ipoh","Jalan Masjid Example 87","0.0000","0.0000","03-0000 1087","contact87@example.com","www.masjidexample87.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","535","1987","Generic note about this mosque."
"88","Surau Example 88","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 88","0.0000","0.0000","03-0000 1088","contact88@example.com","www.surauexample88.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","540","1988","Generic note about this mosque."
"89","Masjid Example 89","Masjid","Malacca","Malacca City","Jalan Masjid Example 89","0.0000","0.0000","03-0000 1089","contact89@example.com","www.masjidexample89.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","545","1989","Generic note about this mosque."
"90","Surau Example 90","Surau","Selangor","Shah Alam","Jalan Surau Example 90","0.0000","0.0000","03-0000 1090","contact90@example.com","www.surauexample90.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","550","1990","Generic note about this mosque."
"91","Masjid Example 91","Masjid","Selangor","Klang","Jalan Masjid Example 91","0.0000","0.0000","03-0000 1091","contact91@example.com","www.masjidexample91.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","555","1991","Generic note about this mosque."
"92","Surau Example 92","Surau","Selangor","Puchong","Jalan Surau Example 92","0.0000","0.0000","03-0000 1092","contact92@example.com","www.surauexample92.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","560","1992","Generic note about this mosque."
"93","Masjid Example 93","Masjid","Kedah","Alor Setar","Jalan Masjid Example 93","0.0000","0.0000","03-0000 1093","contact93@example.com","www.masjidexample93.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","565","1993","Generic note about this mosque."
"94","Surau Example 94","Surau","Penang","George Town","Jalan Surau Example 94","0.0000","0.0000","03-0000 1094","contact94@example.com","www.surauexample94.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","570","1994","Generic note about this mosque."
"95","Masjid Example 95","Masjid","Johor","Johor Bahru","Jalan Masjid Example 95","0.0000","0.0000","03-0000 1095","contact95@example.com","www.masjidexample95.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","575","1995","Generic note about this mosque."
"96","Surau Example 96","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 96","0.0000","0.0000","03-0000 1096","contact96@example.com","www.surauexample96.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","580","1996","Generic note about this mosque."
"97","Masjid Example 97","Masjid","Perak","Ipoh","Jalan Masjid Example 97","0.0000","0.0000","03-0000 1097","contact97@example.com","www.masjidexample97.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","585","1997","Generic note about this mosque."
"98","Surau Example 98","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 98","0.0000","0.0000","03-0000 1098","contact98@example.com","www.surauexample98.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","590","1998","Generic note about this mosque."
"99","Masjid Example 99","Masjid","Malacca","Malacca City","Jalan Masjid Example 99","0.0000","0.0000","03-0000 1099","contact99@example.com","www.masjidexample99.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","595","1999","Generic note about this mosque."
"100","Surau Example 100","Surau","Selangor","Shah Alam","Jalan Surau Example 100","0.0000","0.0000","03-0000 1100","contact100@example.com","www.surauexample100.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","600","2000","Generic note about this mosque."
"101","Masjid Example 101","Masjid","Selangor","Klang","Jalan Masjid Example 101","0.0000","0.0000","03-0000 1101","contact101@example.com","www.masjidexample101.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","605","2001","Generic note about this mosque."
"102","Surau Example 102","Surau","Selangor","Puchong","Jalan Surau Example 102","0.0000","0.0000","03-0000 1102","contact102@example.com","www.surauexample102.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","610","2002","Generic note about this mosque."
"103","Masjid Example 103","Masjid","Kedah","Alor Setar","Jalan Masjid Example 103","0.0000","0.0000","03-0000 1103","contact103@example.com","www.masjidexample103.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","615","2003","Generic note about this mosque."
"104","Surau Example 104","Surau","Penang","George Town","Jalan Surau Example 104","0.0000","0.0000","03-0000 1104","contact104@example.com","www.surauexample104.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","620","2004","Generic note about this mosque."
"105","Masjid Example 105","Masjid","Johor","Johor Bahru","Jalan Masjid Example 105","0.0000","0.0000","03-0000 1105","contact105@example.com","www.masjidexample105.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","625","2005","Generic note about this mosque."
"106","Surau Example 106","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 106","0.0000","0.0000","03-0000 1106","contact106@example.com","www.surauexample106.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","630","2006","Generic note about this mosque."
"107","Masjid Example 107","Masjid","Perak","Ipoh","Jalan Masjid Example 107","0.0000","0.0000","03-0000 1107","contact107@example.com","www.masjidexample107.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","635","2007","Generic note about this mosque."
"108","Surau Example 108","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 108","0.0000","0.0000","03-0000 1108","contact108@example.com","www.surauexample108.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","640","2008","Generic note about this mosque."
"109","Masjid Example 109","Masjid","Malacca","Malacca City","Jalan Masjid Example 109","0.0000","0.0000","03-0000 1109","contact109@example.com","www.masjidexample109.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","645","2009","Generic note about this mosque."
"110","Surau Example 110","Surau","Selangor","Shah Alam","Jalan Surau Example 110","0.0000","0.0000","03-0000 1110","contact110@example.com","www.surauexample110.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","650","2010","Generic note about this mosque."
"111","Masjid Example 111","Masjid","Selangor","Klang","Jalan Masjid Example 111","0.0000","0.0000","03-0000 1111","contact111@example.com","www.masjidexample111.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","655","2011","Generic note about this mosque."
"112","Surau Example 112","Surau","Selangor","Puchong","Jalan Surau Example 112","0.0000","0.0000","03-0000 1112","contact112@example.com","www.surauexample112.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","660","2012","Generic note about this mosque."
"113","Masjid Example 113","Masjid","Kedah","Alor Setar","Jalan Masjid Example 113","0.0000","0.0000","03-0000 1113","contact113@example.com","www.masjidexample113.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","665","2013","Generic note about this mosque."
"114","Surau Example 114","Surau","Penang","George Town","Jalan Surau Example 114","0.0000","0.0000","03-0000 1114","contact114@example.com","www.surauexample114.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","670","2014","Generic note about this mosque."
"115","Masjid Example 115","Masjid","Johor","Johor Bahru","Jalan Masjid Example 115","0.0000","0.0000","03-0000 1115","contact115@example.com","www.masjidexample115.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","675","2015","Generic note about this mosque."
"116","Surau Example 116","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 116","0.0000","0.0000","03-0000 1116","contact116@example.com","www.surauexample116.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","680","2016","Generic note about this mosque."
"117","Masjid Example 117","Masjid","Perak","Ipoh","Jalan Masjid Example 117","0.0000","0.0000","03-0000 1117","contact117@example.com","www.masjidexample117.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","685","2017","Generic note about this mosque."
"118","Surau Example 118","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 118","0.0000","0.0000","03-0000 1118","contact118@example.com","www.surauexample118.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","690","2018","Generic note about this mosque."
"119","Masjid Example 119","Masjid","Malacca","Malacca City","Jalan Masjid Example 119","0.0000","0.0000","03-0000 1119","contact119@example.com","www.masjidexample119.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","695","2019","Generic note about this mosque."
"120","Surau Example 120","Surau","Selangor","Shah Alam","Jalan Surau Example 120","0.0000","0.0000","03-0000 1120","contact120@example.com","www.surauexample120.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","700","1980","Generic note about this mosque."
"121","Masjid Example 121","Masjid","Selangor","Klang","Jalan Masjid Example 121","0.0000","0.0000","03-0000 1121","contact121@example.com","www.masjidexample121.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","705","1981","Generic note about this mosque."
"122","Surau Example 122","Surau","Selangor","Puchong","Jalan Surau Example 122","0.0000","0.0000","03-0000 1122","contact122@example.com","www.surauexample122.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","710","1982","Generic note about this mosque."
"123","Masjid Example 123","Masjid","Kedah","Alor Setar","Jalan Masjid Example 123","0.0000","0.0000","03-0000 1123","contact123@example.com","www.masjidexample123.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","715","1983","Generic note about this mosque."
"124","Surau Example 124","Surau","Penang","George Town","Jalan Surau Example 124","0.0000","0.0000","03-0000 1124","contact124@example.com","www.surauexample124.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","720","1984","Generic note about this mosque."
"125","Masjid Example 125","Masjid","Johor","Johor Bahru","Jalan Masjid Example 125","0.0000","0.0000","03-0000 1125","contact125@example.com","www.masjidexample125.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","725","1985","Generic note about this mosque."
"126","Surau Example 126","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 126","0.0000","0.0000","03-0000 1126","contact126@example.com","www.surauexample126.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","730","1986","Generic note about this mosque."
"127","Masjid Example 127","Masjid","Perak","Ipoh","Jalan Masjid Example 127","0.0000","0.0000","03-0000 1127","contact127@example.com","www.masjidexample127.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","735","1987","Generic note about this mosque."
"128","Surau Example 128","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 128","0.0000","0.0000","03-0000 1128","contact128@example.com","www.surauexample128.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","740","1988","Generic note about this mosque."
"129","Masjid Example 129","Masjid","Malacca","Malacca City","Jalan Masjid Example 129","0.0000","0.0000","03-0000 1129","contact129@example.com","www.masjidexample129.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","745","1989","Generic note about this mosque."
"130","Surau Example 130","Surau","Selangor","Shah Alam","Jalan Surau Example 130","0.0000","0.0000","03-0000 1130","contact130@example.com","www.surauexample130.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","750","1990","Generic note about this mosque."
"131","Masjid Example 131","Masjid","Selangor","Klang","Jalan Masjid Example 131","0.0000","0.0000","03-0000 1131","contact131@example.com","www.masjidexample131.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","755","1991","Generic note about this mosque."
"132","Surau Example 132","Surau","Selangor","Puchong","Jalan Surau Example 132","0.0000","0.0000","03-0000 1132","contact132@example.com","www.surauexample132.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","760","1992","Generic note about this mosque."
"133","Masjid Example 133","Masjid","Kedah","Alor Setar","Jalan Masjid Example 133","0.0000","0.0000","03-0000 1133","contact133@example.com","www.masjidexample133.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","765","1993","Generic note about this mosque."
"134","Surau Example 134","Surau","Penang","George Town","Jalan Surau Example 134","0.0000","0.0000","03-0000 1134","contact134@example.com","www.surauexample134.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","770","1994","Generic note about this mosque."
"135","Masjid Example 135","Masjid","Johor","Johor Bahru","Jalan Masjid Example 135","0.0000","0.0000","03-0000 1135","contact135@example.com","www.masjidexample135.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","775","1995","Generic note about this mosque."
"136","Surau Example 136","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 136","0.0000","0.0000","03-0000 1136","contact136@example.com","www.surauexample136.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","780","1996","Generic note about this mosque."
"137","Masjid Example 137","Masjid","Perak","Ipoh","Jalan Masjid Example 137","0.0000","0.0000","03-0000 1137","contact137@example.com","www.masjidexample137.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","785","1997","Generic note about this mosque."
"138","Surau Example 138","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 138","0.0000","0.0000","03-0000 1138","contact138@example.com","www.surauexample138.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","790","1998","Generic note about this mosque."
"139","Masjid Example 139","Masjid","Malacca","Malacca City","Jalan Masjid Example 139","0.0000","0.0000","03-0000 1139","contact139@example.com","www.masjidexample139.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","795","1999","Generic note about this mosque."
"140","Surau Example 140","Surau","Selangor","Shah Alam","Jalan Surau Example 140","0.0000","0.0000","03-0000 1140","contact140@example.com","www.surauexample140.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","800","2000","Generic note about this mosque."
"141","Masjid Example 141","Masjid","Selangor","Klang","Jalan Masjid Example 141","0.0000","0.0000","03-0000 1141","contact141@example.com","www.masjidexample141.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","805","2001","Generic note about this mosque."
"142","Surau Example 142","Surau","Selangor","Puchong","Jalan Surau Example 142","0.0000","0.0000","03-0000 1142","contact142@example.com","www.surauexample142.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","810","2002","Generic note about this mosque."
"143","Masjid Example 143","Masjid","Kedah","Alor Setar","Jalan Masjid Example 143","0.0000","0.0000","03-0000 1143","contact143@example.com","www.masjidexample143.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","815","2003","Generic note about this mosque."
"144","Surau Example 144","Surau","Penang","George Town","Jalan Surau Example 144","0.0000","0.0000","03-0000 1144","contact144@example.com","www.surauexample144.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","820","2004","Generic note about this mosque."
"145","Masjid Example 145","Masjid","Johor","Johor Bahru","Jalan Masjid Example 145","0.0000","0.0000","03-0000 1145","contact145@example.com","www.masjidexample145.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","825","2005","Generic note about this mosque."
"146","Surau Example 146","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 146","0.0000","0.0000","03-0000 1146","contact146@example.com","www.surauexample146.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","830","2006","Generic note about this mosque."
"147","Masjid Example 147","Masjid","Perak","Ipoh","Jalan Masjid Example 147","0.0000","0.0000","03-0000 1147","contact147@example.com","www.masjidexample147.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","835","2007","Generic note about this mosque."
"148","Surau Example 148","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 148","0.0000","0.0000","03-0000 1148","contact148@example.com","www.surauexample148.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","840","2008","Generic note about this mosque."
"149","Masjid Example 149","Masjid","Malacca","Malacca City","Jalan Masjid Example 149","0.0000","0.0000","03-0000 1149","contact149@example.com","www.masjidexample149.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","845","2009","Generic note about this mosque."
"150","Surau Example 150","Surau","Selangor","Shah Alam","Jalan Surau Example 150","0.0000","0.0000","03-0000 1150","contact150@example.com","www.surauexample150.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","850","2010","Generic note about this mosque."
"151","Masjid Example 151","Masjid","Selangor","Klang","Jalan Masjid Example 151","0.0000","0.0000","03-0000 1151","contact151@example.com","www.masjidexample151.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","855","2011","Generic note about this mosque."
"152","Surau Example 152","Surau","Selangor","Puchong","Jalan Surau Example 152","0.0000","0.0000","03-0000 1152","contact152@example.com","www.surauexample152.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","860","2012","Generic note about this mosque."
"153","Masjid Example 153","Masjid","Kedah","Alor Setar","Jalan Masjid Example 153","0.0000","0.0000","03-0000 1153","contact153@example.com","www.masjidexample153.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","865","2013","Generic note about this mosque."
"154","Surau Example 154","Surau","Penang","George Town","Jalan Surau Example 154","0.0000","0.0000","03-0000 1154","contact154@example.com","www.surauexample154.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","870","2014","Generic note about this mosque."
"155","Masjid Example 155","Masjid","Johor","Johor Bahru","Jalan Masjid Example 155","0.0000","0.0000","03-0000 1155","contact155@example.com","www.masjidexample155.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","875","2015","Generic note about this mosque."
"156","Surau Example 156","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 156","0.0000","0.0000","03-0000 1156","contact156@example.com","www.surauexample156.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","880","2016","Generic note about this mosque."
"157","Masjid Example 157","Masjid","Perak","Ipoh","Jalan Masjid Example 157","0.0000","0.0000","03-0000 1157","contact157@example.com","www.masjidexample157.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","885","2017","Generic note about this mosque."
"158","Surau Example 158","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 158","0.0000","0.0000","03-0000 1158","contact158@example.com","www.surauexample158.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","890","2018","Generic note about this mosque."
"159","Masjid Example 159","Masjid","Malacca","Malacca City","Jalan Masjid Example 159","0.0000","0.0000","03-0000 1159","contact159@example.com","www.masjidexample159.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","895","2019","Generic note about this mosque."
"160","Surau Example 160","Surau","Selangor","Shah Alam","Jalan Surau Example 160","0.0000","0.0000","03-0000 1160","contact160@example.com","www.surauexample160.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","900","1980","Generic note about this mosque."
"161","Masjid Example 161","Masjid","Selangor","Klang","Jalan Masjid Example 161","0.0000","0.0000","03-0000 1161","contact161@example.com","www.masjidexample161.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","905","1981","Generic note about this mosque."
"162","Surau Example 162","Surau","Selangor","Puchong","Jalan Surau Example 162","0.0000","0.0000","03-0000 1162","contact162@example.com","www.surauexample162.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","910","1982","Generic note about this mosque."
"163","Masjid Example 163","Masjid","Kedah","Alor Setar","Jalan Masjid Example 163","0.0000","0.0000","03-0000 1163","contact163@example.com","www.masjidexample163.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","915","1983","Generic note about this mosque."
"164","Surau Example 164","Surau","Penang","George Town","Jalan Surau Example 164","0.0000","0.0000","03-0000 1164","contact164@example.com","www.surauexample164.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","920","1984","Generic note about this mosque."
"165","Masjid Example 165","Masjid","Johor","Johor Bahru","Jalan Masjid Example 165","0.0000","0.0000","03-0000 1165","contact165@example.com","www.masjidexample165.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","925","1985","Generic note about this mosque."
"166","Surau Example 166","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 166","0.0000","0.0000","03-0000 1166","contact166@example.com","www.surauexample166.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","930","1986","Generic note about this mosque."
"167","Masjid Example 167","Masjid","Perak","Ipoh","Jalan Masjid Example 167","0.0000","0.0000","03-0000 1167","contact167@example.com","www.masjidexample167.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","935","1987","Generic note about this mosque."
"168","Surau Example 168","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 168","0.0000","0.0000","03-0000 1168","contact168@example.com","www.surauexample168.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","940","1988","Generic note about this mosque."
